comp_name,comp_type,comp_headq,how_old,comp_no_emp,comp_review,open_jobs,comp_services,comp_logo,comp_description
Mahindra First C...,Private,"Mumbai,Maharashtra + 98 more",201-500 Employees (India),29 years old,(578 Reviews),23,"['Automobile', 'Internet']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL21haGluZHJhLWZpcnN0LWNob2ljZS13aGVlbHMuanBn.webp,"Mahindra First Choice Wheels focus is to provide wheels for a billion dreams. We are India�s number one multi-brand certified used car company and sell high quality used cars with a warranted wow experience. We deal in a wide range of multi-brand used cars, refurbish it with our well-known 118 check-points quality check and sell the same under our best in class Warranty products. 

Moving beyond retail space, Mahindra First Choice Wheels is one of the pioneers in the field of eCommerce. We ventured into the online classified in early 2000, which today has developed into a robust used vehicle ecosystem in the virtual world that complements its presence in the physical space."

Worley,Private,"North Sydney,North Sydney + 30 more",1k-5k Employees (India),52 years old,(577 Reviews),27,"['Chemicals / Agri Inputs', 'Engineering & Construction']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3dvcmxleS5qcGc.webp,"Worley is a leading global provider of professional project and asset services in the energy, chemicals and resources sectors.
We cover the full project lifecycle from guiding our customers with pioneering projects to finding innovative ways of sustaining and enhancing their existing assets. Our comprehensive geographic presence enables us to leverage global expertise and deliver innovative solutions locally, to meet our customers' needs.
Through OneWay� our enterprise-wide integrity management framework, we establish corporate expectations for Zero Harm to people, assets and no environmental incidents, delivering predictable, consistent outcomes across the entire business. OneWay underpins all our business activities and starts with a personal commitment from everyone who works for us, regardless of location or role.
We are committed to delivering sustained economic and social progress, creating opportunities for individuals, companies and communities to find and realize their own futures, while also creating wealth for our shareholders."

TaskUs,Private,"New Braunfels,Texas + 9 more",1k-5k Employees (India),15 years old,(576 Reviews),148,"['Telecom', 'BPO']",https://static.ambitionbox.com/alpha/company/photos/logos/taskus.jpg,"TaskUs is a different breed of BPO. We are a collective of highly capable humans, who understand how to deploy technology and data to best serve your purpose. From Digital CX to Content Security, Data & AI Operations, Consulting, and anything in between, we consider ourselves responsible for protecting our partners� interests and supporting their long-term success through innovation and technology -powered by ridiculously smart people.

TaskUs partners with the world�s most innovative and disruptive brands to protect what matters most and to thrive in an ever-changing world."

FIS,Private,"New Braunfels,Texas + 9 more",1k-5k Employees (India),15 years old,(576 Reviews),2,[],https://static.ambitionbox.com/alpha/company/photos/logos/fis-global.jpg,

Reliance Capital,Public,"Navi Mumbai,Maharashtra + 80 more",1k-5k Employees (India),18 years old,(4.2k Reviews),9,"['Financial Services', 'Conglomerate', 'Fortune India 500', 'Public', 'Navi Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3JlbGlhbmNlLWNhcGl0YWwuanBn.webp,"Reliance Capital, a constituent of MSCI Global Small Cap Index, is a part of the Reliance Group. It is amongst India�s leading and most valuable financial services companies in the private sector. Reliance Capital has interests in asset management and mutual funds; life, general and health insurance; commercial & home finance; equities and commodities broking; wealth management services; distribution of financial products; asset reconstruction; proprietary investments and other activities in financial services.

Reliance Mutual Fund is amongst the top Mutual Funds in India with over six million investor folios. Reliance Nippon Life Insurance and Reliance General Insurance are amongst the leading private sector insurers in India. Reliance Securities is one of the India�s leading retail broking houses and distributors of financial products and services. Reliance Money and Reliance Home Finance are one of the most rapidly expanding businesses in the lending space.


Total assets of Rs.93,851 crore (US$ 14.4 Billion) as on March 31, 2018"

R Systems Intern...,Public,"Folsom,California + 10 more",1k-5k Employees (India),30 years old,(575 Reviews),51,"['Analytics & KPO', 'IT Services & Consulting', 'Public']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3Itc3lzdGVtcy1pbnRlcm5hdGlvbmFsLmpwZw.webp,"R Systems is a global technology and analytics services company. We help our clients achieve speed-to-market, overcome digital barriers, and create business value with our specialized service offerings and consultative business approach. We speak the language of business as fluently as we do the language of technology. In other words, we speak digital. Our goal: accelerate our clients� digital leadership."

Sykes Business S...,Private,"Tampa,Florida + 15 more",10k-50k Employees (India),46 years old,(575 Reviews),6,"['Recruitment', 'BPO']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3N5a2VzLWJ1c2luZXNzLXNlcnZpY2VzLW9mLWluZGlhLmpwZw.webp,"A pioneer in exceptional customer care and support, SYKES is a leading provider of multichannel demand generation and customer engagement services for Global 2000 companies. We help our brand partners optimize the lifetime value of customer relationships by building an intelligent customer experience that attracts, converts, engages and retains customers.
SYKES continues evolving to achieve a singular mission: to help people, one caring interaction at a time. The innovative brands we call family are partners who share our mission and core values. Their expertise uniquely positions SYKES to help your business stay ahead of the competition and create a connected, intelligent customer experience.  By partnering with SYKES, you receive the full benefit of this evolution, with access to our end-to-end solutions in process automation, marketing, sales and customer care � all under one umbrella.

We can provide the teams, systems, and technology you need to streamline and optimize all phases of your customer journey. We do this while elevating the moments that matter most with exceptional one-on-one support � because no matter how much technology advances, people will always be at the heart of your business and ours."

Telenor,Private,"Fornebu,Fornebu + 114 more",501-1k Employees (India),14 years old,(601 Reviews),5,"['Telecom', 'Forbes Global 2000']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3RlbGVub3IuanBn.webp,"Telenor Group is a leading telecommunications company across the Nordics and Asia with 182 million customers and annual sales of around USD 13 billion (2018).

Telenor Group has mobile operations in the Nordics, including Norway, Sweden, Denmark, Finland and in Asia, including Pakistan, Bangladesh, Thailand, Malaysia, Myanmar.

We have a leading Nordic position in mobile, broadband and TV services, as well as substantial activities in subsidiaries and joint venture operations, including mobile financial services and online classifieds in the Asia region. Worldwide, Telenor Group and our operations� teams are more than 20,000 people strong."

Tata 1mg,Private,"Gurgaon,Haryana + 39 more",1k-5k Employees (India),8 years old,(574 Reviews),72,"['Internet', 'Pharma']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzLzFtZy5qcGc.webp,"1mg.com brings to you an online platform, which can be accessed for all your health needs. We are trying to make healthcare a hassle-free experience for you. Get your allopathic, ayurvedic, homeopathic medicines, vitamins & nutrition supplements and other health-related products delivered at home. Lab tests? That too in the comfort of your home. Doctor consult? Yes, we got that covered too."

Centum Electroni...,Public,"Bangalore/Bengaluru,Karnataka + 9 more",1k-5k Employees (India),29 years old,(574 Reviews),15,"['Manufacturing', 'Electronics', 'Consumer Electronics & Appliances', 'Public', 'Bangalore/Bengaluru,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2NlbnR1bS1lbGVjdHJvbmljcy5qcGc.webp,"�Centum was founded in 1994 in Bangalore, India. Since then, Centum has rapidly grown into a diversified electronics company with operations in North America, EMEA and Asia. The company offers a broad range of products and services across different industry segments. It has continuously invested in strengthening its design & product development capabilities while developing deep domain knowledge in the segments it operates in. Centum has also established truly world-class manufacturing facilities with cutting edge infrastructure as well as a global supply chain capable of delivering products with high quality and reliability.
A key contributor to Centum Group�s growth has been the strong relationships forged with international customers and partners. This customer-focused approach coupled with Centum�s culture hinged on the core-values of Technology-Teamwork-Trust has resulted in a track-record of high quality products & services and excellent execution ability."

Syngenta,Private,"Basel,Basel + 107 more",501-1k Employees (India),23 years old,(574 Reviews),30,['Agriculture'],https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3N5bmdlbnRhLmpwZw.webp,"Syngenta is a leading agriculture company helping to improve global food security by enabling millions of farmers to make better use of available resources. Through world class science and innovative crop solutions, our 28,000 people in over 90 countries are working to transform how crops are grown. We are committed to rescuing land from degradation, enhancing biodiversity and revitalizing rural communities"

Better.com,"New York City,New York + 2 more",7 years old,501-1k Employees (India),201-500 Employees (India),(573 Reviews),81,"['Financial Services', 'Internet', 'Startup']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2JldHRlci1kb3QtY29tLmpwZw.webp,
